BAY,BAM,BTM,Gender,Score,SAY,SAM,STM,Diff,SLD
9,6,114,F,55,10,5,125,11,Well
9,6,114,F,56,10,6,126,12,Well
9,6,114,F,57,10,7,127,13,Well
9,6,114,F,58,10,8,128,14,Well
9,6,114,F,59,10,9,129,15,Well
9,6,114,F,60,11,0,132,18,Well
9,6,114,F,61,11,1,133,19,Well
9,6,114,F,62,11,2,134,20,Well
9,6,114,F,63,11,3,135,21,Well
9,6,114,F,64,11,4,136,22,Well
9,6,114,F,65,11,5,137,23,Well
9,6,114,F,66,11,6,138,24,Well
9,6,114,F,67,11,7,139,25,Well
9,6,114,F,68,11,8,140,26,Well
9,6,114,F,69,11,9,141,27,Well
9,6,114,F,70,12,0,144,30,Well
9,6,114,F,71,12,1,145,31,Well
9,6,114,F,72,12,2,146,32,Well
9,6,114,F,73,12,3,147,33,Well
9,6,114,F,74,12,4,148,34,Well
9,6,114,F,75,12,5,149,35,Well
9,6,114,F,76,12,6,150,36,Well
9,6,114,F,77,12,7,151,37,Well
9,6,114,F,78,12,8,152,38,Well
9,6,114,F,79,12,9,153,39,Well
9,6,114,F,80,13,0,156,42,Well
9,6,114,F,81,13,1,157,43,Well
9,6,114,F,82,13,2,158,44,Well
9,6,114,F,83,13,3,159,45,Well
9,6,114,F,84,13,4,160,46,Well
9,6,114,F,85,13,5,161,47,Well
9,6,114,F,86,13,6,162,48,Well
9,6,114,F,87,13,7,163,49,Well
9,6,114,F,88,13,8,164,50,Well
9,6,114,F,89,13,9,165,51,Well
9,6,114,F,90,14,0,168,54,Well
9,6,114,F,91,14,1,169,55,Well
9,6,114,F,92,14,2,170,56,Well
9,6,114,F,93,14,3,171,57,Well
9,6,114,F,94,14,4,172,58,Well
9,6,114,F,95,14,5,173,59,Well
9,6,114,F,96,14,6,174,60,Well
9,6,114,F,97,14,7,175,61,Well
9,6,114,F,98,14,8,176,62,Well
9,6,114,F,99,14,9,177,63,Well
9,6,114,F,100,15,0,180,66,Well
9,7,115,F,0,5,0,60,-55,Severe
9,7,115,F,1,5,1,61,-54,Severe
9,7,115,F,2,5,2,62,-53,Severe
9,7,115,F,3,5,3,63,-52,Severe
9,7,115,F,4,5,4,64,-51,Severe
9,7,115,F,5,5,5,65,-50,Severe
9,7,115,F,6,5,6,66,-49,Severe
9,7,115,F,7,5,7,67,-48,Severe
9,7,115,F,8,5,8,68,-47,Severe
9,7,115,F,9,5,9,69,-46,Severe
9,7,115,F,10,6,0,72,-43,Severe
9,7,115,F,11,6,1,73,-42,Severe
9,7,115,F,12,6,2,74,-41,Severe
9,7,115,F,13,6,3,75,-40,Severe
9,7,115,F,14,6,4,76,-39,Severe
9,7,115,F,15,6,5,77,-38,Severe
9,7,115,F,16,6,6,78,-37,Severe
9,7,115,F,17,6,7,79,-36,Severe
9,7,115,F,18,6,8,80,-35,Severe
9,7,115,F,19,6,9,81,-34,Severe
9,7,115,F,20,7,0,84,-31,Severe
9,7,115,F,21,7,1,85,-30,Severe
9,7,115,F,22,7,2,86,-29,Severe
9,7,115,F,23,7,3,87,-28,Severe
9,7,115,F,24,7,4,88,-27,Severe
9,7,115,F,25,7,5,89,-26,Severe
9,7,115,F,26,7,6,90,-25,Severe
9,7,115,F,27,7,7,91,-24,Severe
9,7,115,F,28,7,8,92,-23,Severe
9,7,115,F,29,7,9,93,-22,Severe
9,7,115,F,30,8,0,96,-19,Severe
9,7,115,F,31,8,1,97,-18,Severe
9,7,115,F,32,8,2,98,-17,Severe
9,7,115,F,33,8,3,99,-16,Severe
9,7,115,F,34,8,4,100,-15,Severe
9,7,115,F,35,8,5,101,-14,Severe
9,7,115,F,36,8,6,102,-13,Severe
9,7,115,F,37,8,7,103,-12,Severe
9,7,115,F,38,8,8,104,-11,Severe
9,7,115,F,39,8,9,105,-10,Severe
9,7,115,F,40,9,0,108,-7,Severe
9,7,115,F,41,9,1,109,-6,Severe
9,7,115,F,42,9,2,110,-5,Mild
9,7,115,F,43,9,3,111,-4,Mild
9,7,115,F,44,9,4,112,-3,Mild
9,7,115,F,45,9,5,113,-2,Mild
9,7,115,F,46,9,6,114,-1,Mild
9,7,115,F,47,9,7,115,0,Neutral
9,7,115,F,48,9,8,116,1,Good
9,7,115,F,49,9,9,117,2,Good
9,7,115,F,50,10,0,120,5,Good
9,7,115,F,51,10,1,121,6,Well
9,7,115,F,52,10,2,122,7,Well
9,7,115,F,53,10,3,123,8,Well
9,7,115,F,54,10,4,124,9,Well
9,7,115,F,55,10,5,125,10,Well
9,7,115,F,56,10,6,126,11,Well
9,7,115,F,57,10,7,127,12,Well
9,7,115,F,58,10,8,128,13,Well
9,7,115,F,59,10,9,129,14,Well
9,7,115,F,60,11,0,132,17,Well
9,7,115,F,61,11,1,133,18,Well
9,7,115,F,62,11,2,134,19,Well
9,7,115,F,63,11,3,135,20,Well
9,7,115,F,64,11,4,136,21,Well
9,7,115,F,65,11,5,137,22,Well
9,7,115,F,66,11,6,138,23,Well
9,7,115,F,67,11,7,139,24,Well
9,7,115,F,68,11,8,140,25,Well
9,7,115,F,69,11,9,141,26,Well
9,7,115,F,70,12,0,144,29,Well
9,7,115,F,71,12,1,145,30,Well
9,7,115,F,72,12,2,146,31,Well
9,7,115,F,73,12,3,147,32,Well
9,7,115,F,74,12,4,148,33,Well
9,7,115,F,75,12,5,149,34,Well
9,7,115,F,76,12,6,150,35,Well
9,7,115,F,77,12,7,151,36,Well
9,7,115,F,78,12,8,152,37,Well
9,7,115,F,79,12,9,153,38,Well
9,7,115,F,80,13,0,156,41,Well
9,7,115,F,81,13,1,157,42,Well
9,7,115,F,82,13,2,158,43,Well
9,7,115,F,83,13,3,159,44,Well
9,7,115,F,84,13,4,160,45,Well
9,7,115,F,85,13,5,161,46,Well
9,7,115,F,86,13,6,162,47,Well
9,7,115,F,87,13,7,163,48,Well
9,7,115,F,88,13,8,164,49,Well
9,7,115,F,89,13,9,165,50,Well
9,7,115,F,90,14,0,168,53,Well
9,7,115,F,91,14,1,169,54,Well
9,7,115,F,92,14,2,170,55,Well
9,7,115,F,93,14,3,171,56,Well
9,7,115,F,94,14,4,172,57,Well
9,7,115,F,95,14,5,173,58,Well
9,7,115,F,96,14,6,174,59,Well
9,7,115,F,97,14,7,175,60,Well
9,7,115,F,98,14,8,176,61,Well
9,7,115,F,99,14,9,177,62,Well
9,7,115,F,100,15,0,180,65,Well
9,8,116,F,0,5,0,60,-56,Severe
9,8,116,F,1,5,1,61,-55,Severe
9,8,116,F,2,5,2,62,-54,Severe
9,8,116,F,3,5,3,63,-53,Severe
9,8,116,F,4,5,4,64,-52,Severe
9,8,116,F,5,5,5,65,-51,Severe
9,8,116,F,6,5,6,66,-50,Severe
9,8,116,F,7,5,7,67,-49,Severe
9,8,116,F,8,5,8,68,-48,Severe
9,8,116,F,9,5,9,69,-47,Severe
9,8,116,F,10,6,0,72,-44,Severe
9,8,116,F,11,6,1,73,-43,Severe
9,8,116,F,12,6,2,74,-42,Severe
9,8,116,F,13,6,3,75,-41,Severe
9,8,116,F,14,6,4,76,-40,Severe
9,8,116,F,15,6,5,77,-39,Severe
9,8,116,F,16,6,6,78,-38,Severe
9,8,116,F,17,6,7,79,-37,Severe
9,8,116,F,18,6,8,80,-36,Severe
9,8,116,F,19,6,9,81,-35,Severe
9,8,116,F,20,7,0,84,-32,Severe
9,8,116,F,21,7,1,85,-31,Severe
9,8,116,F,22,7,2,86,-30,Severe
9,8,116,F,23,7,3,87,-29,Severe
9,8,116,F,24,7,4,88,-28,Severe
9,8,116,F,25,7,5,89,-27,Severe
9,8,116,F,26,7,6,90,-26,Severe
9,8,116,F,27,7,7,91,-25,Severe
9,8,116,F,28,7,8,92,-24,Severe
9,8,116,F,29,7,9,93,-23,Severe
9,8,116,F,30,8,0,96,-20,Severe
9,8,116,F,31,8,1,97,-19,Severe
9,8,116,F,32,8,2,98,-18,Severe
9,8,116,F,33,8,3,99,-17,Severe
9,8,116,F,34,8,4,100,-16,Severe
9,8,116,F,35,8,5,101,-15,Severe
9,8,116,F,36,8,6,102,-14,Severe
9,8,116,F,37,8,7,103,-13,Severe
9,8,116,F,38,8,8,104,-12,Severe
9,8,116,F,39,8,9,105,-11,Severe
9,8,116,F,40,9,0,108,-8,Severe
9,8,116,F,41,9,1,109,-7,Severe
9,8,116,F,42,9,2,110,-6,Severe
9,8,116,F,43,9,3,111,-5,Mild
9,8,116,F,44,9,4,112,-4,Mild
9,8,116,F,45,9,5,113,-3,Mild
9,8,116,F,46,9,6,114,-2,Mild
9,8,116,F,47,9,7,115,-1,Mild
9,8,116,F,48,9,8,116,0,Neutral
9,8,116,F,49,9,9,117,1,Good
9,8,116,F,50,10,0,120,4,Good
9,8,116,F,51,10,1,121,5,Good
9,8,116,F,52,10,2,122,6,Well
9,8,116,F,53,10,3,123,7,Well
9,8,116,F,54,10,4,124,8,Well
9,8,116,F,55,10,5,125,9,Well
9,8,116,F,56,10,6,126,10,Well
9,8,116,F,57,10,7,127,11,Well
9,8,116,F,58,10,8,128,12,Well
9,8,116,F,59,10,9,129,13,Well
9,8,116,F,60,11,0,132,16,Well
9,8,116,F,61,11,1,133,17,Well
9,8,116,F,62,11,2,134,18,Well
9,8,116,F,63,11,3,135,19,Well
9,8,116,F,64,11,4,136,20,Well
9,8,116,F,65,11,5,137,21,Well
9,8,116,F,66,11,6,138,22,Well
9,8,116,F,67,11,7,139,23,Well
9,8,116,F,68,11,8,140,24,Well
9,8,116,F,69,11,9,141,25,Well
9,8,116,F,70,12,0,144,28,Well
9,8,116,F,71,12,1,145,29,Well
9,8,116,F,72,12,2,146,30,Well
9,8,116,F,73,12,3,147,31,Well
9,8,116,F,74,12,4,148,32,Well
9,8,116,F,75,12,5,149,33,Well
9,8,116,F,76,12,6,150,34,Well
9,8,116,F,77,12,7,151,35,Well
9,8,116,F,78,12,8,152,36,Well
9,8,116,F,79,12,9,153,37,Well
9,8,116,F,80,13,0,156,40,Well
9,8,116,F,81,13,1,157,41,Well
9,8,116,F,82,13,2,158,42,Well
9,8,116,F,83,13,3,159,43,Well
9,8,116,F,84,13,4,160,44,Well
9,8,116,F,85,13,5,161,45,Well
9,8,116,F,86,13,6,162,46,Well
9,8,116,F,87,13,7,163,47,Well
9,8,116,F,88,13,8,164,48,Well
9,8,116,F,89,13,9,165,49,Well
9,8,116,F,90,14,0,168,52,Well
9,8,116,F,91,14,1,169,53,Well
9,8,116,F,92,14,2,170,54,Well
9,8,116,F,93,14,3,171,55,Well
9,8,116,F,94,14,4,172,56,Well
9,8,116,F,95,14,5,173,57,Well
9,8,116,F,96,14,6,174,58,Well
9,8,116,F,97,14,7,175,59,Well
9,8,116,F,98,14,8,176,60,Well
9,8,116,F,99,14,9,177,61,Well
9,8,116,F,100,15,0,180,64,Well
9,9,117,F,0,5,0,60,-57,Severe
9,9,117,F,1,5,1,61,-56,Severe
9,9,117,F,2,5,2,62,-55,Severe
9,9,117,F,3,5,3,63,-54,Severe
9,9,117,F,4,5,4,64,-53,Severe
9,9,117,F,5,5,5,65,-52,Severe
9,9,117,F,6,5,6,66,-51,Severe
9,9,117,F,7,5,7,67,-50,Severe
9,9,117,F,8,5,8,68,-49,Severe
9,9,117,F,9,5,9,69,-48,Severe
9,9,117,F,10,6,0,72,-45,Severe
9,9,117,F,11,6,1,73,-44,Severe
9,9,117,F,12,6,2,74,-43,Severe
9,9,117,F,13,6,3,75,-42,Severe
9,9,117,F,14,6,4,76,-41,Severe
9,9,117,F,15,6,5,77,-40,Severe
9,9,117,F,16,6,6,78,-39,Severe
9,9,117,F,17,6,7,79,-38,Severe
9,9,117,F,18,6,8,80,-37,Severe
9,9,117,F,19,6,9,81,-36,Severe
9,9,117,F,20,7,0,84,-33,Severe
9,9,117,F,21,7,1,85,-32,Severe
9,9,117,F,22,7,2,86,-31,Severe
9,9,117,F,23,7,3,87,-30,Severe
9,9,117,F,24,7,4,88,-29,Severe
9,9,117,F,25,7,5,89,-28,Severe
9,9,117,F,26,7,6,90,-27,Severe
9,9,117,F,27,7,7,91,-26,Severe
9,9,117,F,28,7,8,92,-25,Severe
9,9,117,F,29,7,9,93,-24,Severe
9,9,117,F,30,8,0,96,-21,Severe
9,9,117,F,31,8,1,97,-20,Severe
9,9,117,F,32,8,2,98,-19,Severe
9,9,117,F,33,8,3,99,-18,Severe
9,9,117,F,34,8,4,100,-17,Severe
9,9,117,F,35,8,5,101,-16,Severe
9,9,117,F,36,8,6,102,-15,Severe
9,9,117,F,37,8,7,103,-14,Severe
9,9,117,F,38,8,8,104,-13,Severe
9,9,117,F,39,8,9,105,-12,Severe
9,9,117,F,40,9,0,108,-9,Severe
9,9,117,F,41,9,1,109,-8,Severe
9,9,117,F,42,9,2,110,-7,Severe
9,9,117,F,43,9,3,111,-6,Severe
9,9,117,F,44,9,4,112,-5,Mild
9,9,117,F,45,9,5,113,-4,Mild
9,9,117,F,46,9,6,114,-3,Mild
9,9,117,F,47,9,7,115,-2,Mild
9,9,117,F,48,9,8,116,-1,Mild
9,9,117,F,49,9,9,117,0,Neutral
9,9,117,F,50,10,0,120,3,Good
9,9,117,F,51,10,1,121,4,Good
9,9,117,F,52,10,2,122,5,Good
9,9,117,F,53,10,3,123,6,Well
9,9,117,F,54,10,4,124,7,Well
9,9,117,F,55,10,5,125,8,Well
9,9,117,F,56,10,6,126,9,Well
9,9,117,F,57,10,7,127,10,Well
9,9,117,F,58,10,8,128,11,Well
9,9,117,F,59,10,9,129,12,Well
9,9,117,F,60,11,0,132,15,Well
9,9,117,F,61,11,1,133,16,Well
9,9,117,F,62,11,2,134,17,Well
9,9,117,F,63,11,3,135,18,Well
9,9,117,F,64,11,4,136,19,Well
9,9,117,F,65,11,5,137,20,Well
9,9,117,F,66,11,6,138,21,Well
9,9,117,F,67,11,7,139,22,Well
9,9,117,F,68,11,8,140,23,Well
9,9,117,F,69,11,9,141,24,Well
9,9,117,F,70,12,0,144,27,Well
9,9,117,F,71,12,1,145,28,Well
9,9,117,F,72,12,2,146,29,Well
9,9,117,F,73,12,3,147,30,Well
9,9,117,F,74,12,4,148,31,Well
9,9,117,F,75,12,5,149,32,Well
9,9,117,F,76,12,6,150,33,Well
9,9,117,F,77,12,7,151,34,Well
9,9,117,F,78,12,8,152,35,Well
9,9,117,F,79,12,9,153,36,Well
9,9,117,F,80,13,0,156,39,Well
9,9,117,F,81,13,1,157,40,Well
9,9,117,F,82,13,2,158,41,Well
9,9,117,F,83,13,3,159,42,Well
9,9,117,F,84,13,4,160,43,Well
9,9,117,F,85,13,5,161,44,Well
9,9,117,F,86,13,6,162,45,Well
9,9,117,F,87,13,7,163,46,Well
9,9,117,F,88,13,8,164,47,Well
9,9,117,F,89,13,9,165,48,Well
9,9,117,F,90,14,0,168,51,Well
9,9,117,F,91,14,1,169,52,Well
9,9,117,F,92,14,2,170,53,Well
9,9,117,F,93,14,3,171,54,Well
9,9,117,F,94,14,4,172,55,Well
9,9,117,F,95,14,5,173,56,Well
9,9,117,F,96,14,6,174,57,Well
9,9,117,F,97,14,7,175,58,Well
9,9,117,F,98,14,8,176,59,Well
9,9,117,F,99,14,9,177,60,Well
9,9,117,F,100,15,0,180,63,Well
9,10,118,F,0,5,0,60,-58,Severe
9,10,118,F,1,5,1,61,-57,Severe
9,10,118,F,2,5,2,62,-56,Severe
9,10,118,F,3,5,3,63,-55,Severe
9,10,118,F,4,5,4,64,-54,Severe
9,10,118,F,5,5,5,65,-53,Severe
9,10,118,F,6,5,6,66,-52,Severe
9,10,118,F,7,5,7,67,-51,Severe
9,10,118,F,8,5,8,68,-50,Severe
9,10,118,F,9,5,9,69,-49,Severe
9,10,118,F,10,6,0,72,-46,Severe
9,10,118,F,11,6,1,73,-45,Severe
9,10,118,F,12,6,2,74,-44,Severe
9,10,118,F,13,6,3,75,-43,Severe
9,10,118,F,14,6,4,76,-42,Severe
9,10,118,F,15,6,5,77,-41,Severe
9,10,118,F,16,6,6,78,-40,Severe
9,10,118,F,17,6,7,79,-39,Severe
9,10,118,F,18,6,8,80,-38,Severe
9,10,118,F,19,6,9,81,-37,Severe
9,10,118,F,20,7,0,84,-34,Severe
9,10,118,F,21,7,1,85,-33,Severe
9,10,118,F,22,7,2,86,-32,Severe
9,10,118,F,23,7,3,87,-31,Severe
9,10,118,F,24,7,4,88,-30,Severe
9,10,118,F,25,7,5,89,-29,Severe
9,10,118,F,26,7,6,90,-28,Severe
9,10,118,F,27,7,7,91,-27,Severe
9,10,118,F,28,7,8,92,-26,Severe
9,10,118,F,29,7,9,93,-25,Severe
9,10,118,F,30,8,0,96,-22,Severe
9,10,118,F,31,8,1,97,-21,Severe
9,10,118,F,32,8,2,98,-20,Severe
9,10,118,F,33,8,3,99,-19,Severe
9,10,118,F,34,8,4,100,-18,Severe
9,10,118,F,35,8,5,101,-17,Severe
9,10,118,F,36,8,6,102,-16,Severe
9,10,118,F,37,8,7,103,-15,Severe
9,10,118,F,38,8,8,104,-14,Severe
9,10,118,F,39,8,9,105,-13,Severe
9,10,118,F,40,9,0,108,-10,Severe
9,10,118,F,41,9,1,109,-9,Severe
9,10,118,F,42,9,2,110,-8,Severe
9,10,118,F,43,9,3,111,-7,Severe
9,10,118,F,44,9,4,112,-6,Severe
9,10,118,F,45,9,5,113,-5,Mild
9,10,118,F,46,9,6,114,-4,Mild
9,10,118,F,47,9,7,115,-3,Mild
9,10,118,F,48,9,8,116,-2,Mild
9,10,118,F,49,9,9,117,-1,Mild
9,10,118,F,50,10,0,120,2,Good
9,10,118,F,51,10,1,121,3,Good
9,10,118,F,52,10,2,122,4,Good
9,10,118,F,53,10,3,123,5,Good
9,10,118,F,54,10,4,124,6,Well
9,10,118,F,55,10,5,125,7,Well
9,10,118,F,56,10,6,126,8,Well
9,10,118,F,57,10,7,127,9,Well
9,10,118,F,58,10,8,128,10,Well
9,10,118,F,59,10,9,129,11,Well
9,10,118,F,60,11,0,132,14,Well
9,10,118,F,61,11,1,133,15,Well
9,10,118,F,62,11,2,134,16,Well
9,10,118,F,63,11,3,135,17,Well
9,10,118,F,64,11,4,136,18,Well
9,10,118,F,65,11,5,137,19,Well
9,10,118,F,66,11,6,138,20,Well
9,10,118,F,67,11,7,139,21,Well
9,10,118,F,68,11,8,140,22,Well
9,10,118,F,69,11,9,141,23,Well
9,10,118,F,70,12,0,144,26,Well
9,10,118,F,71,12,1,145,27,Well
9,10,118,F,72,12,2,146,28,Well
9,10,118,F,73,12,3,147,29,Well
9,10,118,F,74,12,4,148,30,Well
9,10,118,F,75,12,5,149,31,Well
9,10,118,F,76,12,6,150,32,Well
9,10,118,F,77,12,7,151,33,Well
9,10,118,F,78,12,8,152,34,Well
9,10,118,F,79,12,9,153,35,Well
9,10,118,F,80,13,0,156,38,Well
9,10,118,F,81,13,1,157,39,Well
9,10,118,F,82,13,2,158,40,Well
9,10,118,F,83,13,3,159,41,Well
9,10,118,F,84,13,4,160,42,Well
9,10,118,F,85,13,5,161,43,Well
9,10,118,F,86,13,6,162,44,Well
9,10,118,F,87,13,7,163,45,Well
9,10,118,F,88,13,8,164,46,Well
9,10,118,F,89,13,9,165,47,Well
9,10,118,F,90,14,0,168,50,Well
9,10,118,F,91,14,1,169,51,Well
9,10,118,F,92,14,2,170,52,Well
9,10,118,F,93,14,3,171,53,Well
9,10,118,F,94,14,4,172,54,Well
9,10,118,F,95,14,5,173,55,Well
9,10,118,F,96,14,6,174,56,Well
9,10,118,F,97,14,7,175,57,Well
9,10,118,F,98,14,8,176,58,Well
9,10,118,F,99,14,9,177,59,Well
9,10,118,F,100,15,0,180,62,Well
9,11,119,F,0,5,0,60,-59,Severe
9,11,119,F,1,5,1,61,-58,Severe
9,11,119,F,2,5,2,62,-57,Severe
9,11,119,F,3,5,3,63,-56,Severe
9,11,119,F,4,5,4,64,-55,Severe
9,11,119,F,5,5,5,65,-54,Severe
9,11,119,F,6,5,6,66,-53,Severe
9,11,119,F,7,5,7,67,-52,Severe
9,11,119,F,8,5,8,68,-51,Severe
9,11,119,F,9,5,9,69,-50,Severe
9,11,119,F,10,6,0,72,-47,Severe
9,11,119,F,11,6,1,73,-46,Severe
9,11,119,F,12,6,2,74,-45,Severe
9,11,119,F,13,6,3,75,-44,Severe
9,11,119,F,14,6,4,76,-43,Severe
9,11,119,F,15,6,5,77,-42,Severe
9,11,119,F,16,6,6,78,-41,Severe
9,11,119,F,17,6,7,79,-40,Severe
9,11,119,F,18,6,8,80,-39,Severe
9,11,119,F,19,6,9,81,-38,Severe
9,11,119,F,20,7,0,84,-35,Severe
9,11,119,F,21,7,1,85,-34,Severe
9,11,119,F,22,7,2,86,-33,Severe
9,11,119,F,23,7,3,87,-32,Severe
9,11,119,F,24,7,4,88,-31,Severe
9,11,119,F,25,7,5,89,-30,Severe
9,11,119,F,26,7,6,90,-29,Severe
9,11,119,F,27,7,7,91,-28,Severe
9,11,119,F,28,7,8,92,-27,Severe
9,11,119,F,29,7,9,93,-26,Severe
9,11,119,F,30,8,0,96,-23,Severe
9,11,119,F,31,8,1,97,-22,Severe
9,11,119,F,32,8,2,98,-21,Severe
9,11,119,F,33,8,3,99,-20,Severe
9,11,119,F,34,8,4,100,-19,Severe
9,11,119,F,35,8,5,101,-18,Severe
9,11,119,F,36,8,6,102,-17,Severe
9,11,119,F,37,8,7,103,-16,Severe
9,11,119,F,38,8,8,104,-15,Severe
9,11,119,F,39,8,9,105,-14,Severe
9,11,119,F,40,9,0,108,-11,Severe
9,11,119,F,41,9,1,109,-10,Severe
9,11,119,F,42,9,2,110,-9,Severe
9,11,119,F,43,9,3,111,-8,Severe
9,11,119,F,44,9,4,112,-7,Severe
9,11,119,F,45,9,5,113,-6,Severe
9,11,119,F,46,9,6,114,-5,Mild
9,11,119,F,47,9,7,115,-4,Mild
9,11,119,F,48,9,8,116,-3,Mild
9,11,119,F,49,9,9,117,-2,Mild
9,11,119,F,50,10,0,120,1,Good
9,11,119,F,51,10,1,121,2,Good
9,11,119,F,52,10,2,122,3,Good
9,11,119,F,53,10,3,123,4,Good
9,11,119,F,54,10,4,124,5,Good
9,11,119,F,55,10,5,125,6,Well
9,11,119,F,56,10,6,126,7,Well
9,11,119,F,57,10,7,127,8,Well
9,11,119,F,58,10,8,128,9,Well
9,11,119,F,59,10,9,129,10,Well
9,11,119,F,60,11,0,132,13,Well
9,11,119,F,61,11,1,133,14,Well
9,11,119,F,62,11,2,134,15,Well
9,11,119,F,63,11,3,135,16,Well
9,11,119,F,64,11,4,136,17,Well
9,11,119,F,65,11,5,137,18,Well
9,11,119,F,66,11,6,138,19,Well
9,11,119,F,67,11,7,139,20,Well
9,11,119,F,68,11,8,140,21,Well
9,11,119,F,69,11,9,141,22,Well
9,11,119,F,70,12,0,144,25,Well
9,11,119,F,71,12,1,145,26,Well
9,11,119,F,72,12,2,146,27,Well
9,11,119,F,73,12,3,147,28,Well
9,11,119,F,74,12,4,148,29,Well
9,11,119,F,75,12,5,149,30,Well
9,11,119,F,76,12,6,150,31,Well
9,11,119,F,77,12,7,151,32,Well
9,11,119,F,78,12,8,152,33,Well
9,11,119,F,79,12,9,153,34,Well
9,11,119,F,80,13,0,156,37,Well
9,11,119,F,81,13,1,157,38,Well
9,11,119,F,82,13,2,158,39,Well
9,11,119,F,83,13,3,159,40,Well
9,11,119,F,84,13,4,160,41,Well
9,11,119,F,85,13,5,161,42,Well
9,11,119,F,86,13,6,162,43,Well
9,11,119,F,87,13,7,163,44,Well
9,11,119,F,88,13,8,164,45,Well
9,11,119,F,89,13,9,165,46,Well
9,11,119,F,90,14,0,168,49,Well
9,11,119,F,91,14,1,169,50,Well
9,11,119,F,92,14,2,170,51,Well
9,11,119,F,93,14,3,171,52,Well
9,11,119,F,94,14,4,172,53,Well
9,11,119,F,95,14,5,173,54,Well
9,11,119,F,96,14,6,174,55,Well
9,11,119,F,97,14,7,175,56,Well
9,11,119,F,98,14,8,176,57,Well
9,11,119,F,99,14,9,177,58,Well
9,11,119,F,100,15,0,180,61,Well
10,0,120,F,0,5,0,60,-60,Severe
10,0,120,F,1,5,1,61,-59,Severe
10,0,120,F,2,5,2,62,-58,Severe
10,0,120,F,3,5,3,63,-57,Severe
10,0,120,F,4,5,4,64,-56,Severe
10,0,120,F,5,5,5,65,-55,Severe
10,0,120,F,6,5,6,66,-54,Severe
10,0,120,F,7,5,7,67,-53,Severe
10,0,120,F,8,5,8,68,-52,Severe
10,0,120,F,9,5,9,69,-51,Severe
10,0,120,F,10,6,0,72,-48,Severe
10,0,120,F,11,6,1,73,-47,Severe
10,0,120,F,12,6,2,74,-46,Severe
10,0,120,F,13,6,3,75,-45,Severe
10,0,120,F,14,6,4,76,-44,Severe
10,0,120,F,15,6,5,77,-43,Severe
10,0,120,F,16,6,6,78,-42,Severe
10,0,120,F,17,6,7,79,-41,Severe
10,0,120,F,18,6,8,80,-40,Severe
10,0,120,F,19,6,9,81,-39,Severe
10,0,120,F,20,7,0,84,-36,Severe
10,0,120,F,21,7,1,85,-35,Severe
10,0,120,F,22,7,2,86,-34,Severe
10,0,120,F,23,7,3,87,-33,Severe
10,0,120,F,24,7,4,88,-32,Severe
10,0,120,F,25,7,5,89,-31,Severe
10,0,120,F,26,7,6,90,-30,Severe
10,0,120,F,27,7,7,91,-29,Severe
10,0,120,F,28,7,8,92,-28,Severe
10,0,120,F,29,7,9,93,-27,Severe
10,0,120,F,30,8,0,96,-24,Severe
10,0,120,F,31,8,1,97,-23,Severe
10,0,120,F,32,8,2,98,-22,Severe
10,0,120,F,33,8,3,99,-21,Severe
10,0,120,F,34,8,4,100,-20,Severe
10,0,120,F,35,8,5,101,-19,Severe
10,0,120,F,36,8,6,102,-18,Severe
10,0,120,F,37,8,7,103,-17,Severe
10,0,120,F,38,8,8,104,-16,Severe
10,0,120,F,39,8,9,105,-15,Severe
10,0,120,F,40,9,0,108,-12,Severe
10,0,120,F,41,9,1,109,-11,Severe
10,0,120,F,42,9,2,110,-10,Severe
10,0,120,F,43,9,3,111,-9,Severe
10,0,120,F,44,9,4,112,-8,Severe
10,0,120,F,45,9,5,113,-7,Severe
10,0,120,F,46,9,6,114,-6,Severe
10,0,120,F,47,9,7,115,-5,Mild
10,0,120,F,48,9,8,116,-4,Mild
10,0,120,F,49,9,9,117,-3,Mild
10,0,120,F,50,10,0,120,0,Neutral
10,0,120,F,51,10,1,121,1,Good
10,0,120,F,52,10,2,122,2,Good
10,0,120,F,53,10,3,123,3,Good
10,0,120,F,54,10,4,124,4,Good
10,0,120,F,55,10,5,125,5,Good
10,0,120,F,56,10,6,126,6,Well
10,0,120,F,57,10,7,127,7,Well
10,0,120,F,58,10,8,128,8,Well
10,0,120,F,59,10,9,129,9,Well
10,0,120,F,60,11,0,132,12,Well
10,0,120,F,61,11,1,133,13,Well
10,0,120,F,62,11,2,134,14,Well
10,0,120,F,63,11,3,135,15,Well
10,0,120,F,64,11,4,136,16,Well
10,0,120,F,65,11,5,137,17,Well
10,0,120,F,66,11,6,138,18,Well
10,0,120,F,67,11,7,139,19,Well
10,0,120,F,68,11,8,140,20,Well
10,0,120,F,69,11,9,141,21,Well
10,0,120,F,70,12,0,144,24,Well
10,0,120,F,71,12,1,145,25,Well
10,0,120,F,72,12,2,146,26,Well
10,0,120,F,73,12,3,147,27,Well
10,0,120,F,74,12,4,148,28,Well
10,0,120,F,75,12,5,149,29,Well
10,0,120,F,76,12,6,150,30,Well
10,0,120,F,77,12,7,151,31,Well
10,0,120,F,78,12,8,152,32,Well
10,0,120,F,79,12,9,153,33,Well
10,0,120,F,80,13,0,156,36,Well
10,0,120,F,81,13,1,157,37,Well
10,0,120,F,82,13,2,158,38,Well
10,0,120,F,83,13,3,159,39,Well
10,0,120,F,84,13,4,160,40,Well
